id,sentiment,kfold,lr_cnt_pred
11597_10,1,0,0.9999999940093232
4758_8,1,0,0.9999906434773231
723_2,0,0,0.013301377596024325
9576_1,0,0,0.008902357328580768
2994_4,0,0,0.0030978106040643596
11439_8,1,0,0.8249667502125793
2922_10,1,0,0.9999999796521286
2011_1,0,0,0.0036165635376568203
9817_2,0,0,0.0006014649399208226
1473_9,1,0,0.9983628343695017
1101_8,1,0,0.9973242758104861
9446_1,0,0,0.054446050988916285
1234_10,1,0,0.9949408118499131
7906_3,0,0,0.0006952930333655138
3802_10,1,0,0.9996603234892067
3571_1,0,0,0.03725200081448498
2519_10,1,0,0.9996773959473712
8674_9,1,0,0.9979648511350959
6474_3,0,0,1.1190583604398418e-12
10793_10,1,0,0.8116032894809904
1677_9,1,0,0.9999383927208709
2669_1,0,0,0.0029212439854925344
11884_4,0,0,0.11767686582654464
2427_2,0,0,0.040117962930458544
9504_2,0,0,0.674167404432697
7069_8,1,0,0.9999976581003105
2784_1,0,0,0.029772826852168848
6935_2,0,0,9.030289613772264e-14
5353_7,1,0,0.5009868799041112
876_4,0,0,0.0818231266442138
11806_10,1,0,0.9999982455562187
1028_3,0,0,1.1099237598762078e-08
5839_7,1,0,0.9984463422490295
7103_7,1,0,0.9084416935152845
1662_1,0,0,8.697761905106973e-05
5612_1,0,0,0.001154276781964493
6935_8,1,0,0.9985141342090345
4449_8,1,0,0.7742311976683632
5307_7,1,0,0.9999794688400506
4026_9,1,0,0.9999957317895869
3830_1,0,0,9.794145751057084e-07
10216_3,0,0,0.9999993630141996
6605_7,1,0,0.9989443221136266
10345_4,0,0,0.011986091852997432
12063_10,1,0,0.9875606492626907
10588_1,0,0,0.10493630620397364
968_10,1,0,0.9999998676331832
5428_4,0,0,3.3596204467814093e-06
903_8,1,0,0.9994153435416565
8445_10,1,0,0.9994703652384821
2291_4,0,0,0.9999999412912909
10807_1,0,0,0.0010793663171956597
4491_1,0,0,0.7117898660759959
9619_4,0,0,0.0007117353518197183
10128_1,0,0,2.8723574196150108e-06
8833_9,1,0,0.6037356355518888
137_7,1,0,0.997658601887948
9602_10,1,0,0.9999958080766892
9399_4,0,0,0.5233839544151808
12277_10,1,0,0.9056316131625082
9372_4,0,0,0.00015359261447995068
2199_7,1,0,0.9955991385348981
3027_8,1,0,0.9937307189072081
3395_4,0,0,0.05372938679205427
12001_8,1,0,0.9989283799438279
5133_1,0,0,2.7207375659571584e-05
4539_1,0,0,1.3832477140573753e-08
5739_4,0,0,0.015857250184832063
4046_8,1,0,0.0651480342742013
1365_8,1,0,0.9996502342909187
6386_10,1,0,0.9999988668923195
4020_10,1,0,0.9999958482668078
11305_1,0,0,0.003353006384604428
8325_1,0,0,0.013338523922917914
5707_2,0,0,0.0019744484758670027
10771_2,0,0,0.02849739780975271
11831_7,1,0,0.8352329964108615
4149_10,1,0,0.9999272042637286
549_9,1,0,0.9999997603504279
8621_10,1,0,0.8961431243297843
9936_10,1,0,0.9983867505913185
4088_7,1,0,0.998251818212772
1816_1,0,0,0.4796756671090682
6034_10,1,0,0.9998619551323084
2166_7,1,0,0.9562323000992476
1991_10,1,0,0.9997439770233092
10353_3,0,0,0.0006063613313288802
1027_1,0,0,2.7561224036689394e-08
3660_1,0,0,2.8878802233832276e-10
10751_1,0,0,0.0005846472653308115
6202_1,0,0,0.0008062313488933904
5967_10,1,0,0.9999677664269092
8430_3,0,0,0.003145652512404895
8921_4,0,0,0.0737793428804982
6657_9,1,0,0.1283363257318674
9723_1,0,0,3.287117505091632e-05
6088_3,0,0,0.006992263274147177
6119_1,0,0,0.0002804073905165793
2393_8,1,0,0.9829584879097294
10707_8,1,0,0.9100966029341787
3955_9,1,0,0.9498067803594672
328_1,0,0,0.0001320369678591469
4175_8,1,0,0.9596091854473283
8224_8,1,0,0.9910402257690607
4325_4,0,0,0.007839348250028223
8761_10,1,0,0.9956162734144797
10820_1,0,0,0.19047563155622216
8968_8,1,0,0.9999998343932494
3927_9,1,0,0.9993329779792094
2223_8,1,0,0.9976873791480139
7567_4,0,0,0.008017921940957531
9864_8,1,0,0.9990978054320463
12260_10,1,0,0.9200611839032332
9047_10,1,0,0.9999999999186815
10441_1,0,0,0.12746541722357052
3327_3,0,0,0.47927538516891516
2068_8,1,0,0.9999948392897954
8431_4,0,0,1.1700815904374954e-07
527_9,1,0,0.9999999975201146
4812_8,1,0,0.9988905527279247
4722_8,1,0,0.9994531911959365
10015_2,0,0,0.08216775402764628
5534_4,0,0,0.027000524508788638
5840_7,1,0,0.4325678296158978
2534_8,1,0,0.07943933534511576
11746_2,0,0,0.0038523297993649586
4335_9,1,0,0.9758898046636846
5218_4,0,0,0.0073394700293708025
11727_7,1,0,0.8368736331877055
11026_1,0,0,0.0353615872064818
8252_9,1,0,0.9999846259219404
12236_10,1,0,0.9895365039615045
9856_4,0,0,0.9909328290130845
6967_3,0,0,1.7599653802031373e-05
3906_10,1,0,0.9868388662307437
2469_10,1,0,0.09131437912259795
5572_10,1,0,0.9824241958735825
2394_7,1,0,0.9397980095223814
12051_10,1,0,0.7284612587466555
3297_10,1,0,0.9998074427773699
10867_7,1,0,0.9997274381138798
2918_9,1,0,0.992784215139854
6065_10,1,0,0.0003246947877823383
6191_9,1,0,0.9967391212900029
12425_7,1,0,0.9983409267626197
10683_1,0,0,0.00038004012345613084
11999_3,0,0,0.9922655088649535
6596_1,0,0,0.0748596436126259
6631_7,1,0,0.41334217911214455
3883_1,0,0,5.558458503939157e-11
4176_10,1,0,0.23647607433752574
12300_4,0,0,7.185302255635576e-07
3219_2,0,0,0.0009965090697645574
2845_8,1,0,0.9687735994022348
8783_1,0,0,9.436735084357244e-06
1604_4,0,0,0.005855069285129279
6151_1,0,0,0.9999409164312032
2172_7,1,0,0.5680340295961832
1179_2,0,0,0.006008305070823876
2411_3,0,0,3.890320558999724e-05
7963_9,1,0,0.9824173286057667
6383_3,0,0,0.0054082843117917185
5005_8,1,0,0.9878765426084185
6547_9,1,0,0.985102974529614
11718_10,1,0,0.9999645902173618
5810_9,1,0,0.9998686134062197
9282_8,1,0,0.990875184287307
3268_1,0,0,0.7817867288729757
7332_7,1,0,0.9998501266253329
8648_9,1,0,0.999994965680023
7716_9,1,0,0.9999575779382404
3118_9,1,0,0.9999938067805179
2470_10,1,0,0.28715401992793255
9090_1,0,0,0.33289712944321953
9288_4,0,0,0.1487425332833147
8190_4,0,0,2.621719456480172e-10
4730_10,1,0,0.9841420419957171
1551_4,0,0,0.9906529396421622
5245_4,0,0,0.291328339169552
3759_8,1,0,0.9997186275983656
0_9,1,0,0.9015167059268228
7254_1,0,0,2.9053710907443075e-06
1593_4,0,0,0.05041166977742108
2838_2,0,0,0.06761217324324945
12014_10,1,0,0.9952868613097088
5669_10,1,0,0.9985774264230097
3918_10,1,0,0.9999999770162532
4206_9,1,0,0.9998310661550339
4442_4,0,0,0.6570100224501946
7193_10,1,0,0.9999999999876048
12467_1,0,0,0.1020573075217121
1208_4,0,0,0.11278563222249031
4721_1,0,0,0.6971757891644397
3274_2,0,0,5.311940144247717e-08
9848_3,0,0,9.371237635520808e-06
2815_10,1,0,0.9997692705577823
2111_2,0,0,0.8710464304608101
6624_9,1,0,0.9712281920415766
5310_1,0,0,0.0016696191989857062
6889_1,0,0,0.052613133564517515
810_1,0,0,0.9832633255910675
1395_10,1,0,0.9999949557519123
6832_10,1,0,0.9950447900390553
2792_10,1,0,0.9973957653001173
2583_10,1,0,0.09538034576672805
6757_8,1,0,0.9999837027401842
2278_10,1,0,0.9999998753660624
6926_10,1,0,0.9999860400623641
4101_8,1,0,0.9999995280973979
5870_1,0,0,0.8116963660787684
5535_2,0,0,0.0006332822709554468
3622_2,0,0,0.0014894445234035576
10679_10,1,0,0.9993078312413576
11210_7,1,0,0.9999944677385678
12471_1,0,0,0.008275019895855629
501_10,1,0,0.7127428963864185
7001_10,1,0,0.9762019201558219
11962_4,0,0,5.06704368583928e-06
5303_4,0,0,5.898213665119522e-07
8450_7,1,0,0.951029891789616
2521_10,1,0,0.9936304017878511
6450_10,1,0,0.9998896107862386
5754_9,1,0,0.16237492978344256
3616_2,0,0,0.00023668161457410459
6440_8,1,0,0.6047680178700588
12311_9,1,0,0.999671692487565
8388_1,0,0,9.716628809020163e-06
2138_9,1,0,0.9875919416906532
38_2,0,0,0.24441296637990614
7539_10,1,0,0.989495818565289
8823_8,1,0,0.8327737751985411
8760_2,0,0,0.5041056984412836
1630_8,1,0,0.604475391740748
218_9,1,0,0.9999999999915288
9782_4,0,0,0.0018855917837367234
2641_1,0,0,0.001992590281516535
7678_3,0,0,0.03696763897851802
6428_3,0,0,0.006598072034999117
6739_1,0,0,0.00029679105910155056
11233_2,0,0,0.9135402258132298
2294_8,1,0,0.5249096885578732
10668_3,0,0,0.009863679928966893
4264_1,0,0,0.027828185806593214
4359_3,0,0,9.288400694797797e-12
6210_1,0,0,0.0004832910126542397
639_3,0,0,0.00017512560771881696
9574_9,1,0,0.9890656273659789
5950_10,1,0,0.999993289217439
5687_1,0,0,0.0006093583899959153
6223_1,0,0,1.1782854129102435e-07
2558_1,0,0,7.094889392276842e-05
8537_4,0,0,0.026414875907026094
3142_1,0,0,2.0052216520775117e-10
2120_8,1,0,0.9994738935028404
10556_10,1,0,0.4474253052783558
2034_9,1,0,0.9531402215408201
10165_3,0,0,0.00024879485293582775
10315_2,0,0,2.3222980493682033e-05
6653_3,0,0,0.8329256814334041
6418_10,1,0,0.9999762535424841
3102_9,1,0,0.9681932491196382
7549_1,0,0,4.627982244370272e-06
3696_4,0,0,0.07342260912396222
8447_3,0,0,2.2973975943145977e-08
5897_1,0,0,0.31274335233334716
518_3,0,0,0.2041128376118274
3468_10,1,0,0.9999244572344352
8618_1,0,0,3.171753301210508e-05
11471_7,1,0,0.09205766583725157
7515_1,0,0,2.96977259257473e-05
993_2,0,0,1.1648293630770181e-06
1175_9,1,0,1.0
9911_3,0,0,1.251640148307946e-05
8787_8,1,0,0.9936876944165789
9624_10,1,0,0.9047704897274356
6457_4,0,0,6.387837959202158e-09
568_1,0,0,0.014397666008957238
1728_3,0,0,8.510148706862238e-11
5409_10,1,0,0.9999495158861992
10793_4,0,0,0.5620389798035934
3028_7,1,0,0.9999993733218443
3635_9,1,0,0.9998938701336784
6730_10,1,0,0.006443855076683027
9883_8,1,0,0.9988449671947596
9908_8,1,0,0.9999928780360792
5447_4,0,0,0.024010876713079526
5044_9,1,0,0.9999875974153762
1830_1,0,0,0.022283649193041696
6977_9,1,0,0.9997070050852642
3853_9,1,0,0.9999565493394829
6109_8,1,0,0.9842698823809928
342_1,0,0,0.05838541773288599
1254_7,1,0,0.5100811798146425
10144_2,0,0,4.707338522103345e-05
8446_10,1,0,0.9888672953740122
517_10,1,0,0.996579831273547
5940_7,1,0,0.999747161653531
1033_4,0,0,0.005037975198829095
8791_10,1,0,0.9981985969614635
1338_3,0,0,0.7865460898254912
10489_10,1,0,0.9996892159196221
6528_9,1,0,0.9153913697185017
6288_3,0,0,0.0018994730657913449
9247_10,1,0,0.9997892709009647
11818_2,0,0,0.0004410444544877749
8342_4,0,0,1.494269961514433e-07
9290_4,0,0,0.00020890247547996824
195_4,0,0,0.4059816875554239
5709_10,1,0,0.9993860972318376
3293_1,0,0,0.010564721229461988
2678_1,0,0,8.200654358840765e-06
9800_9,1,0,0.9999999998424358
11712_1,0,0,0.00019163132409084362
3922_10,1,0,0.9979185019503093
7441_3,0,0,5.511617820713468e-05
4367_4,0,0,0.000975557522808058
7717_10,1,0,0.9230062030135638
9869_10,1,0,0.99940633675173
9518_10,1,0,0.9869414878804044
6173_8,1,0,0.9998522048158985
802_10,1,0,0.9999982745011655
2477_7,1,0,0.9999902295098355
9880_10,1,0,0.9997298440821684
8930_9,1,0,0.9990981579944958
3935_1,0,0,0.35972858361061016
9173_1,0,0,0.08836407675865612
6708_10,1,0,0.6927179532412535
10334_3,0,0,0.018987326599692236
7938_7,1,0,0.06658482984355026
4368_10,1,0,0.9982986144902924
4641_9,1,0,0.9754817244777848
2949_1,0,0,0.00017773540459960042
603_10,1,0,0.9991089196113037
2816_7,1,0,1.0
8041_1,0,0,0.6136821219066696
2561_3,0,0,8.603554467409681e-14
10632_1,0,0,0.022079583816634545
9179_3,0,0,0.3990753024855929
6712_2,0,0,0.00012521895918014717
4504_1,0,0,1.408101356002741e-07
11744_1,0,0,0.001968801265131865
8720_3,0,0,0.2996095492338345
6470_10,1,0,0.9143529539018176
11866_1,0,0,1.9616928285125022e-07
9500_2,0,0,9.832936613911972e-07
2589_7,1,0,0.9919517228549897
183_8,1,0,0.9335428411520335
2559_9,1,0,0.9971170265836226
5951_4,0,0,0.3225349668068012
449_4,0,0,0.1401309207519623
718_2,0,0,9.2487895415461e-06
10455_1,0,0,0.13807960458335664
11021_1,0,0,5.4409533607301615e-05
1736_10,1,0,0.671982734835154
7768_8,1,0,0.999604780350571
10683_7,1,0,0.02250622468306149
7722_3,0,0,0.00010007582142692848
989_9,1,0,0.9999315997211704
10136_2,0,0,0.00020237869184973044
6505_10,1,0,0.26324459711526554
5164_10,1,0,0.9224592395117392
7045_1,0,0,0.000155033829989252
8509_2,0,0,1.6929996494092562e-14
459_10,1,0,0.9980642935181152
7769_3,0,0,0.0001770360154193527
9274_8,1,0,0.9999780814282544
10805_10,1,0,0.9356831819594357
10387_1,0,0,0.09148055537061106
3407_2,0,0,6.266387222716608e-07
6397_8,1,0,0.7045558549103638
5576_3,0,0,0.5014552388358842
8025_9,1,0,0.9940382035784145
11391_2,0,0,0.6907508865413972
3994_4,0,0,0.0008484019546549608
1509_2,0,0,0.03196330804137511
12209_2,0,0,0.00011110478340135945
7778_10,1,0,1.0
3799_3,0,0,0.12912835609585147
6371_4,0,0,5.704903931029041e-08
1621_4,0,0,0.9997765100971402
8727_7,1,0,0.9995693743052875
11815_3,0,0,0.0087263067815425
1704_1,0,0,0.019606155329250467
2302_9,1,0,0.7823946980756816
9333_8,1,0,0.0551506342321156
8238_1,0,0,5.278217475515341e-10
5186_10,1,0,0.9998747842430445
3261_9,1,0,0.9366107239726754
11459_4,0,0,0.4040378219719405
7472_9,1,0,0.9998411178227762
8572_7,1,0,0.999081563943313
7664_2,0,0,0.018749519003490683
11028_4,0,0,0.224889302318269
11428_1,0,0,0.000145134769702509
582_9,1,0,0.9396379971484099
7802_10,1,0,0.7376669104281806
4321_1,0,0,0.0026481311325576846
5191_2,0,0,3.3450103452149545e-09
1754_3,0,0,0.1093893709566739
3326_4,0,0,0.00022778685027558375
11298_3,0,0,0.0004889864979056224
8211_3,0,0,0.0019833135345557716
4636_3,0,0,4.110043441008451e-07
7939_2,0,0,0.0003524768879478541
9719_7,1,0,0.8270681499905558
2983_7,1,0,0.9686948026042574
12240_1,0,0,0.9996062634602744
2294_2,0,0,0.02674414251014575
1307_1,0,0,0.002191237317630351
1230_10,1,0,0.06477677159873703
8593_4,0,0,0.0007948658131212974
8804_10,1,0,0.05710631549834121
1828_3,0,0,0.00041811080059425947
731_3,0,0,0.01618215256846295
1080_2,0,0,0.0749353880644502
2466_3,0,0,0.0005833054380840117
5105_4,0,0,0.3673559305113264
1512_2,0,0,1.450901180946553e-10
695_4,0,0,0.06811609821590418
12256_9,1,0,0.9603107286583952
11895_8,1,0,0.9230535191072601
4247_4,0,0,5.861348252748324e-06
9061_4,0,0,0.0011944768015663563
6415_8,1,0,0.9986064577536544
7465_10,1,0,0.9999999980699359
8915_1,0,0,0.027782889977784754
9942_1,0,0,0.0062739191402952565
1599_1,0,0,3.363226693996047e-05
5371_3,0,0,0.8372998232061584
11264_1,0,0,4.900654358480503e-05
6306_2,0,0,0.10224003837877368
10578_1,0,0,0.09696049885048633
10322_2,0,0,0.00671761009089167
4467_7,1,0,0.9999982556384809
2738_10,1,0,0.9995695736663595
10953_10,1,0,0.7193124288251773
5277_1,0,0,0.00018884571914035153
6644_1,0,0,0.007953969783936084
6737_7,1,0,0.9290044943787104
9005_4,0,0,0.3099807510240608
10739_10,1,0,0.9977427955150313
10020_3,0,0,1.5232820072331282e-06
5411_10,1,0,0.9635743012183516
808_9,1,0,0.8572282986322007
11115_1,0,0,0.1896082450544665
4399_4,0,0,0.781643775498849
8138_10,1,0,0.22195174722005676
2326_8,1,0,0.9930984639808247
5090_10,1,0,0.99988738667118
67_2,0,0,0.012501372977753153
117_3,0,0,0.9494079338439069
8573_10,1,0,0.9289890272349746
11872_10,1,0,0.9999999997382889
11289_4,0,0,0.005020558100842597
2852_7,1,0,0.8256806076640221
5818_7,1,0,0.38880902039841386
11220_1,0,0,4.670591004922977e-05
7028_9,1,0,0.9999994497161068
12104_1,0,0,6.268385670332612e-06
10234_1,0,0,0.09175908236064056
854_1,0,0,2.5210643333816396e-05
10924_3,0,0,0.00028155667987601754
3829_10,1,0,0.9066554881089013
2762_1,0,0,1.902984480731093e-09
673_8,1,0,0.6533813041974557
3493_1,0,0,0.46733726786527513
445_10,1,0,0.9935374071843227
672_1,0,0,3.9123401322091873e-07
1013_2,0,0,0.0019347339504205232
3239_10,1,0,0.8599594129330846
6636_8,1,0,0.7284180256872881
1398_3,0,0,0.24129038059325378
11851_10,1,0,0.9636656640667984
8009_9,1,0,0.9999999431153758
827_4,0,0,0.014479258983776723
7483_2,0,0,9.693794346077275e-06
3076_1,0,0,0.0003208754625890673
1945_8,1,0,0.9039392647707627
3057_1,0,0,1.9120643149217246e-05
4597_1,0,0,0.24194443732057294
9163_1,0,0,0.002870804799794423
8855_10,1,0,0.9997136439840708
11498_7,1,0,0.9999999999999798
1758_10,1,0,0.025564461166545253
637_3,0,0,0.9933907214558613
6345_1,0,0,0.001061237738325793
7811_7,1,0,0.8911259419389936
11001_1,0,0,0.003927209186400358
422_1,0,0,0.3316229145773126
6414_1,0,0,0.0013145639406466224
7664_10,1,0,0.3820628863348693
9303_1,0,0,7.283984655494801e-08
831_2,0,0,1.4458155124653278e-07
9823_7,1,0,0.7949932925092598
3403_9,1,0,0.9999932710359508
11688_10,1,0,0.9684120682627537
1845_7,1,0,0.9900480779197649
7843_4,0,0,0.025321194250585415
9045_1,0,0,0.001578143325055515
12113_8,1,0,0.8587129927088802
1177_9,1,0,0.9999999934811332
7661_1,0,0,2.476727879102551e-15
1349_8,1,0,0.9972630638189044
9019_8,1,0,0.882016838286368
667_2,0,0,1.6288995218691112e-08
8535_7,1,0,0.8706999261065167
8802_7,1,0,0.20692284493277996
2627_9,1,0,0.99514404810311
6192_1,0,0,0.00026389266472644164
12022_2,0,0,2.073290315892765e-05
4073_10,1,0,0.9999999999998905
6931_8,1,0,0.28276660492988526
7454_3,0,0,0.9843557798820765
11183_2,0,0,0.5655834441690054
6254_10,1,0,0.20832470948729304
3613_3,0,0,0.003461217295732577
964_3,0,0,0.1604955543534718
2105_8,1,0,0.996121486552248
5837_7,1,0,0.9999092111785538
3964_4,0,0,0.010196055932725859
11931_2,0,0,0.00017285222652025305
10217_1,0,0,2.897189508279914e-05
10388_4,0,0,0.20255593261320534
9954_1,0,0,0.1086783995774458
1516_7,1,0,0.9999999999992273
5290_3,0,0,0.00065914203342525
9326_2,0,0,0.010396222281289356
3562_8,1,0,0.9937623414621234
5251_7,1,0,0.9649176341024425
4279_2,0,0,9.348907440187859e-05
1175_2,0,0,0.3053190237190512
11583_10,1,0,0.950838017419288
9482_7,1,0,0.1479759352245651
6037_1,0,0,1.2057459114991565e-07
10439_1,0,0,0.0078113448676293065
7181_3,0,0,0.31192987861802784
4685_4,0,0,0.0020738375170048133
10011_9,1,0,0.999729177291769
10917_8,1,0,0.9645997363007123
5886_10,1,0,0.9498024278946102
9669_1,0,0,0.03341360699471596
9429_9,1,0,0.9999441951272661
3861_4,0,0,0.07730999239176357
2393_2,0,0,2.05440190996212e-11
251_3,0,0,0.5190019857438941
5935_4,0,0,2.2037614399862377e-06
97_9,1,0,0.9991053322277922
3311_4,0,0,0.08066853415986751
149_1,0,0,0.0002242833751489452
243_3,0,0,0.051033899010495924
12219_10,1,0,0.9999999997465694
8023_3,0,0,0.0008152169590787752
745_1,0,0,2.8963657870238245e-09
9345_1,0,0,7.641309858216197e-09
4060_4,0,0,0.9949724646484834
5567_1,0,0,0.00015122830230033423
2787_8,1,0,0.9988978852117111
9125_2,0,0,0.00025500335404576234
9096_10,1,0,0.999499526477085
1395_3,0,0,0.0010793854985556917
10459_9,1,0,0.8256306897335889
2896_9,1,0,0.9993287246607745
793_2,0,0,0.005077288616427538
646_9,1,0,0.9997271496511766
5976_7,1,0,0.9945449541949886
7909_10,1,0,0.9999998220671585
11925_2,0,0,0.00012699778722613327
3920_9,1,0,0.99127780083419
9652_7,1,0,0.9475898666660588
4483_2,0,0,0.012676196563381403
4418_1,0,0,3.9161059003028877e-13
10962_3,0,0,0.39284329897872466
10495_7,1,0,0.6521160750885882
2308_10,1,0,0.9999998992687879
713_10,1,0,0.9806328332570396
11172_10,1,0,0.9999111351658487
10676_3,0,0,0.6550989354330267
8853_7,1,0,0.9865318448662771
1213_10,1,0,0.9995132097161986
11260_7,1,0,0.19946309065264134
7254_10,1,0,0.8882795927512926
7315_10,1,0,0.999997093287706
5004_3,0,0,0.010897479578079643
6888_9,1,0,0.9791465683673665
9947_1,0,0,0.00011346442175724036
8605_4,0,0,0.0001238149058147115
7298_1,0,0,0.012908928659741078
9844_1,0,0,0.0007670790090530574
4687_3,0,0,6.983646697417542e-07
5383_10,1,0,0.9237053474193737
3140_1,0,0,0.9997867137471284
5217_4,0,0,3.6197125177868553e-07
7848_10,1,0,0.9943254479494864
5033_10,1,0,0.9953514487456953
1752_1,0,0,2.850226774055308e-08
8967_4,0,0,0.0031722754958305515
9880_1,0,0,0.0017938066545970619
5432_7,1,0,0.4116135027111927
8183_4,0,0,5.611222850302302e-05
1336_3,0,0,0.046326136707656125
491_7,1,0,0.7174970084365515
6246_9,1,0,0.7857417663428987
7700_2,0,0,0.800514054646893
3471_8,1,0,0.947895400300854
2314_3,0,0,0.01905703041841459
6686_9,1,0,0.7282254916982882
4784_10,1,0,0.9833106770549362
2405_2,0,0,1.7563441459005315e-06
12301_8,1,0,0.9999757859089357
7073_3,0,0,0.009286427585499446
3781_7,1,0,0.9999986402464884
3287_1,0,0,0.021021370212144688
11007_10,1,0,0.9989336338451513
3663_10,1,0,0.9999655065919784
7170_2,0,0,2.5046790923066783e-05
7804_4,0,0,0.001459334191253451
4353_4,0,0,0.5160583668256744
10899_3,0,0,0.008606561685395572
4289_3,0,0,0.03833824666244052
810_10,1,0,0.9999999431197734
11585_10,1,0,8.878019061825846e-10
10063_9,1,0,0.9997727295054358
211_9,1,0,0.9810496854395553
3097_1,0,0,7.792219946803083e-07
10721_9,1,0,0.6496324373206118
408_10,1,0,0.2169181792687008
5179_4,0,0,0.0052478895211790074
10511_7,1,0,0.9633977950590045
4107_4,0,0,1.182125853776793e-06
7492_7,1,0,0.9209978557093194
3124_3,0,0,0.40685625871344544
2227_1,0,0,0.6430723462749319
341_4,0,0,3.213433468588721e-08
12012_2,0,0,0.058802414820252814
1368_10,1,0,0.8643110917208052
5288_7,1,0,0.9492642527305801
3586_4,0,0,0.1823193786622023
10004_3,0,0,0.030017785011768744
11304_4,0,0,0.9689771835575325
11065_8,1,0,0.773591089079691
8107_8,1,0,0.9891368820291858
9955_1,0,0,0.00043946776324715637
9042_4,0,0,0.012853506856194075
1699_10,1,0,0.9961023407428975
1612_10,1,0,0.9999894623276503
4673_1,0,0,1.3465350255480205e-05
5347_2,0,0,7.510575346549681e-17
4291_10,1,0,0.9906289867267654
9127_7,1,0,0.8889719703359485
10265_2,0,0,1.8117516802272163e-05
1613_2,0,0,3.7772180793130226e-05
5801_1,0,0,0.0015829148428067913
12303_1,0,0,0.0034017048142839868
7149_10,1,0,0.9749862489991191
11550_7,1,0,0.9925177973133629
8850_8,1,0,0.9996929340526687
11525_8,1,0,0.9927127663687291
2464_4,0,0,0.1321857034236585
2312_9,1,0,0.7811138167511927
12008_8,1,0,0.9999999581592098
1840_1,0,0,0.009142037633019493
5169_7,1,0,0.7553885526394016
7720_4,0,0,0.06509496946879348
5008_10,1,0,0.9999974056281675
1444_4,0,0,0.7462071493915874
9676_1,0,0,0.032862148920974624
7422_3,0,0,0.8950240083175173
12207_8,1,0,0.9998965075498404
211_4,0,0,0.007259249891507265
4234_7,1,0,0.00029390003753689345
5933_2,0,0,0.00011622781413408699
8470_2,0,0,0.0005503324123716926
1_1,0,0,0.00036136537920190647
2532_4,0,0,0.9939002774247083
5728_10,1,0,0.14771447047288627
9389_4,0,0,6.147617732419062e-05
9923_2,0,0,0.00017198829969183212
8383_1,0,0,5.035133638730866e-09
10947_1,0,0,0.14561008154916558
6656_2,0,0,0.36209503042844804
6698_10,1,0,0.9972425720112499
10659_2,0,0,0.9848952811717113
314_10,1,0,0.9977484341150706
11932_4,0,0,0.4596301259976469
3484_10,1,0,0.9998613563166824
4095_1,0,0,0.15595882446935738
599_4,0,0,0.00017567387294540175
7263_4,0,0,0.23786097334127349
10722_4,0,0,0.0001019663132121601
